player_id,player_name,team,league,position,minutes,goals,assists,rating,appearances,lineups,shots_total,shots_on,passes_total,passes_key,passes_accuracy,yellow_cards,red_cards,duels_total,duels_won,tackles_total,goals_p90,assists_p90,goal_contributions,goal_contributions_p90,key_passes_p90,tackles_p90,interceptions_p90,duel_win_rate,discipline_penalty,league_weight,position_group,minutes_norm,rating_norm,league_weight_norm,goals_p90_norm,assists_p90_norm,goal_contributions_p90_norm,key_passes_p90_norm,tackles_p90_norm,interceptions_p90_norm,duel_win_rate_norm,base_score,minutes_bonus,low_minutes_penalty,discipline_penalty_norm,score_final,squad_position,squad_role
18,Igor Thiago,Brentford,Premier League,Attacker,3194,22,1,7.16,37,36,80,45,760,21,74,5,0,330,160,14,0.6199123356293049,0.028177833437695678,23,0.6480901690670007,0.5917345021916093,0.3944896681277395,0.0,0.48484848484848486,2.5,1.0,ATT,1.0,0.534351145038169,1.0,0.7354173691055346,0.05465605152518114,0.6246869129618035,0.1454945765245319,0.12353755396631844,0.0,0.7082056520258768,0.6128867616022833,0.05,0.0,0.1,56.3,ST,XI
13,Danilo,Botafogo,Brasileirão Série A,Midfielder,1071,7,2,7.47,13,12,22,8,690,21,84,3,0,145,91,38,0.5882352941176471,0.16806722689075632,9,0.7563025210084033,1.7647058823529411,3.1932773109243695,0.0,0.6275862068965518,1.5,0.82,MID,0.15350877192982454,0.770992366412214,0.3999999999999999,0.6978381096028157,0.32599706549286384,0.7289915966386554,0.43390259329538267,1.0,0.0,0.9166989538938397,0.5434741741884364,0.0,0.0,0.1,44.3,RB,Reserve
21,Endrick,Lyon,Ligue 1,Attacker,1222,5,7,7.39,24,14,31,16,460,25,79,3,0,141,64,9,0.36824877250409166,0.5155482815057283,12,0.88379705400982,1.8412438625204584,0.662847790507365,0.0,0.45390070921985815,1.5,0.86,ATT,0.21371610845295058,0.7099236641221376,0.5333333333333332,0.4368626463552815,1.0,0.8518821603927987,0.45272160920753923,0.2075760186062538,0.0,0.6630010359391186,0.49169009315227263,0.0,0.0,0.1,39.2,ST,Reserve
20,Neymar,Santos,Brasileirão Série A,Attacker,686,4,2,7.56,9,8,28,14,390,31,84,2,0,80,33,5,0.5247813411078717,0.26239067055393583,6,0.7871720116618076,4.067055393586005,0.6559766763848396,0.0,0.4125,1.0,0.82,ATT,0.0,0.8396946564885504,0.3999999999999999,0.6225611123570308,0.5089546022490629,0.7587463556851313,1.0,0.20542427497314716,0.0,0.6025280898876404,0.4924197166421765,0.0,0.0,0.1,39.2,AM_SS,Reserve
14,Fabinho,Al Ittihad,Saudi Pro League,Midfielder,2642,1,3,7.22,31,30,14,5,1600,12,87,5,0,342,201,79,0.03406510219530658,0.10219530658591976,4,0.13626040878122633,0.408781226343679,2.6911430734292203,0.0,0.5877192982456141,2.5,0.72,MID,0.7799043062200957,0.5801526717557257,0.06666666666666687,0.0404122750829791,0.1982264518222126,0.13133989401968205,0.10051036604722718,0.8427526993107296,0.0,0.8584663906958409,0.43896200576870437,0.05,0.0,0.1,38.9,DM_CM,Reserve
24,Rayan,Bournemouth,Premier League,Attacker,962,5,2,7.3,19,11,27,12,330,13,76,2,0,104,49,8,0.4677754677754678,0.18711018711018712,7,0.654885654885655,1.2162162162162162,0.7484407484407485,0.0,0.47115384615384615,1.0,1.0,ATT,0.11004784688995217,0.6412213740458022,1.0,0.554933631856709,0.36293436293436293,0.6312370062370063,0.29904097646033134,0.23438012911697126,0.0,0.6882022471910112,0.48269161803998256,0.0,0.0,0.1,38.3,ST,Reserve
15,Paquetá,Flamengo,Brasileirão Série A,Midfielder,738,3,0,7.33,9,8,13,5,510,16,85,2,0,89,52,21,0.3658536585365854,0.0,3,0.3658536585365854,1.951219512195122,2.5609756097560976,0.0,0.5842696629213483,1.0,0.82,MID,0.02073365231259966,0.6641221374045809,0.3999999999999999,0.4340212632895561,0.0,0.3526422764227643,0.4797622169770085,0.8019897304236201,0.0,0.853427597525565,0.42071407402319183,0.0,0.0,0.1,32.1,AM_SS,Reserve
22,Luiz Henrique,Zenit,Premier League Russia,Attacker,2035,5,3,7.22,28,23,43,19,720,35,78,5,0,210,91,18,0.22113022113022113,0.13267813267813267,8,0.3538083538083538,1.547911547911548,0.7960687960687961,0.0,0.43333333333333335,2.5,0.7,ATT,0.5378787878787878,0.5801526717557257,0.0,0.26233226233226237,0.2573534573534573,0.341031941031941,0.38059760640405804,0.2492952282425967,0.0,0.6329588014981273,0.3693983066212657,0.05,0.0,0.1,31.9,RW,Reserve
9,Léo Pereira,Flamengo,Brasileirão Série A,Defender,1141,1,0,7.29,13,13,7,2,720,4,84,1,0,121,81,29,0.07887817703768624,0.0,1,0.07887817703768624,0.31551270815074495,2.287467134092901,0.0,0.6694214876033058,0.5,0.82,DEF,0.1814194577352472,0.6335877862595423,0.3999999999999999,0.0935751365199218,0.0,0.07602979842243646,0.0775776766277459,0.7163383919922507,0.0,0.9778066672857275,0.3626878587886094,0.0,0.0,0.05,31.3,CB,Reserve
2,Ederson,Fenerbahçe,Süper Lig,Goalkeeper,2132,0,0,7.0,24,24,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,GK,0.5765550239234449,0.4122137404580162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1977537528762922,0.05,0.0,0.0,24.8,GK,Reserve
8,Marquinhos,PSG,Ligue 1,Defender,1049,0,0,6.88,17,12,4,1,850,3,90,1,0,100,68,20,0.0,0.0,0,0.0,0.25738798856053385,1.7159199237368923,0.0,0.68,0.5,0.86,DEF,0.14473684210526316,0.3206106870229011,0.5333333333333332,0.0,0.0,0.0,0.0632860789077155,0.5373538708544479,0.0,0.9932584269662922,0.28279642215016376,0.0,0.0,0.05,23.3,CB,Reserve
3,Weverton,Grêmio,Brasileirão Série A,Goalkeeper,1440,0,0,7.18,16,16,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,GK,0.30063795853269537,0.549618320610687,0.3999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23005125582867647,0.0,0.0,0.0,23.0,GK,Reserve
23,Gabriel Martinelli,Arsenal,Premier League,Attacker,982,1,3,6.46,20,10,26,10,390,18,77,2,0,110,47,10,0.09164969450101833,0.27494908350305497,4,0.3665987780040733,1.64969450101833,0.9164969450101833,0.0,0.42727272727272725,1.0,1.0,ATT,0.11802232854864436,0.0,1.0,0.10872630424565254,0.5333139365725923,0.3533604887983707,0.4056238092109586,0.28700825383213635,0.0,0.6241062308478038,0.32707705687618416,0.0,0.0,0.1,22.7,LW,Reserve
